distance	cutoff	targeting_method	snp_set	gene_set	Trait	Targeted_PositiveControl	Targeted	All_PositiveControl	All	Enrichment
230000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	87	918	1275	27255	2.03
240000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	89	952	1275	27255	2
250000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	89	977	1275	27255	1.95
260000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	92	1009	1275	27255	1.95
270000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	95	1036	1275	27255	1.96
280000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	98	1074	1275	27255	1.95
290000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	98	1101	1275	27255	1.9
300000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	100	1125	1275	27255	1.9
310000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	101	1158	1275	27255	1.86
320000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	103	1183	1275	27255	1.86
330000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	105	1222	1275	27255	1.84
340000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	106	1261	1275	27255	1.8
350000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	110	1299	1275	27255	1.81
360000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	110	1328	1275	27255	1.77
370000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	111	1361	1275	27255	1.74
380000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	111	1380	1275	27255	1.72
390000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	115	1403	1275	27255	1.75
400000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	116	1430	1275	27255	1.73
410000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	117	1453	1275	27255	1.72
420000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	117	1483	1275	27255	1.69
430000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	118	1505	1275	27255	1.68
440000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	121	1537	1275	27255	1.68
450000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	125	1567	1275	27255	1.71
460000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	128	1590	1275	27255	1.72
470000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	128	1616	1275	27255	1.69
480000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	130	1640	1275	27255	1.69
490000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	132	1667	1275	27255	1.69
500000	log10_Bayes_factor_2	closest_gene	All_SNPs	LOW_TSH_expression	LOW_TSH	134	1696	1275	27255	1.69
