distance	cutoff	targeting_method	snp_set	gene_set	Trait	Targeted_PositiveControl	Targeted	All_PositiveControl	All	Enrichment
210000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	26	2297	246	27255	1.25
220000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	26	2375	246	27255	1.21
230000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	27	2433	246	27255	1.23
240000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	27	2505	246	27255	1.19
250000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	27	2582	246	27255	1.16
260000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	27	2655	246	27255	1.13
270000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	28	2718	246	27255	1.14
280000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	29	2774	246	27255	1.16
290000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	30	2837	246	27255	1.17
300000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	30	2901	246	27255	1.15
310000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	30	2969	246	27255	1.12
320000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	30	3027	246	27255	1.1
330000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	31	3074	246	27255	1.12
340000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	32	3137	246	27255	1.13
350000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	34	3200	246	27255	1.18
360000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	34	3254	246	27255	1.16
370000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	35	3323	246	27255	1.17
380000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	35	3375	246	27255	1.15
390000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	35	3429	246	27255	1.13
400000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	35	3492	246	27255	1.11
410000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	35	3550	246	27255	1.09
420000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	35	3622	246	27255	1.07
430000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	36	3671	246	27255	1.09
440000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	37	3730	246	27255	1.1
450000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	37	3780	246	27255	1.08
460000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	37	3842	246	27255	1.07
470000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	37	3910	246	27255	1.05
480000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	38	3968	246	27255	1.06
490000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	38	4029	246	27255	1.04
500000	log10_Bayes_factor_2	closest_gene	All_SNPs	Calcium_expression	CALCIUM	39	4096	246	27255	1.05
